source,date,headline,entities
standard,2019-03-23,"Uhuru, Ruto clash in fight against graf","uhuru, ruto"
daily_nation,2019-03-24,Kenyatta bashes CS Juma over issuance of passports,"uhuru, monica juma"
standard,2019-03-24,Uhuru shames CS Kiunjuri for not taking notes in Namibia,"uhuru, kiunjuri, namibia"
daily_nation,2019-03-25,We support Uhuru on graft war: Rift leaders,"uhuru, rift valley"
standard,2019-03-26,Uhuru extends the term of Building Bridges Initiative,"uhuru, building bridges initiative"
star,2019-03-26,Uhuru off to China for  Sh38bn loa,"uhuru, china"
star,2019-03-26,Uhuru defends Raila tells off Ruto allies over graft war,"uhuru, raila, ruto"
star,2019-03-26,Ugandan President Museveni is welcomed by Uhuru and Mombasa ...,"uganda, museveni, uhuru, mombasa"
daily_nation,2019-03-27,"Key issues to feature in Uhuru, Museveni talks","uhuru, museveni"
daily_nation,2019-03-27,Uhuru visits Ruto's office in Nairobi,"uhuru, ruto, nairobi"
standard,2019-03-27,"Uhuru, Ruto meet as tension in Jubilee rises","jubilee, uhuru, ruto"
standard,2019-03-27,Rais Uhuru afanya mkutano wa ghafla na Naibu wa Raila Ruto,"uhuru, ruto"
business_daily,2019-03-28,Museveni Uhuru agree on extension of SGR,"museveni, uhuru, sgr"
business_daily,2019-03-28,Presidents Kenyatta Museveni express satisfaction with Kenya-Uganda,"uhuru, museveni, kenya, uganda"
daily_nation,2019-03-28,"Uhuru, Museveni arrive in Mombasa","uhuru, museveni, mombasa"
standard,2019-03-28,Uhuru opens Huduma Kenya centre,"uhuru, huduma kenya"
business_daily,2019-03-29,President Kenyatta and his Ugandan counterpar,"uhuru, uganda"
business_daily,2019-03-29,": Uhuru, Museveni talks on SGR project laudable","uhuru, museveni, sgr"
daily_nation,2019-03-29,"Uhuru, Ruto calm Jubilee storm","uhuru, ruto"
daily_nation,2019-03-29,SGR will be in Naivasha by August 219 - President Kenyatta,"naivasha, sgr, uhuru"
daily_nation,2019-03-29,Uhuru govt fails Kenyans in Migingo row: Wetangula,"uhuru, migingo, wetangula"
standard,2019-03-29,Uhuru offers Museveni land,"uhuru, museveni"
daily_nation,2019-04-01,Ruto dismisses 'speculations' over his meet with President Kenyatta,"ruto, uhuru"
standard,2019-04-01,Former GSU officer attached to Uhuru security admitted to the rehab centre,"gsu, uhuru"
star,2019-04-01,Echesa attacks Uhuru blames him for sugar sector woes,"echesa, uhuru"
star,2019-04-01,Teacher Tabichi's challenge to Uhuru's governmen,"tabichi, uhuru"
star,2019-04-01,Uhuru to launch Huduma Namba in Machakos,"uhuru, machakos"
star,2019-04-01,Accountants ask Uhuru to pick Ouko successor,"uhuru, ouko"
daily_nation,2019-04-02,Mututho rescues ex-Uhuru escort wasted by alcohol,"mututho, uhuru"
daily_nation,2019-04-02,"Joshua Kutuny slams Ruto's allies over Uhuru, Raila handshake","kutuny, ruto, uhuru, raila"
daily_nation,2019-04-02,Uhuru meets Cuban Vice Presiden,"uhuru, cuba, vice"
daily_nation,2019-04-03,Uhuru forms tribunal to probe Justice Ojwang',"uhuru, justice ojwang"
daily_nation,2019-04-03,President Kenyatta goes through Huduma Namba registration in Machakos,"uhuru, machakos"
daily_nation,2019-04-03,Ngilu tells President Kenyatta that women have asked for so much i,"uhuru, ngilu"
star,2019-04-03,Uhuru suspends Supreme Court Justice Ojwang,"uhuru, supreme court, justice ojwang"
star,2019-04-03,Uhuru's special gift to Ngilu's Kitui county,"uhuru, ngilu, kitui"
business_daily,2019-04-04,Uhuru launches the NIIMS registration,"uhuru, niims"
standard,2019-04-04,Mudavadi: How Uhuru and Ruto tricked me,"mudavadi, uhuru, ruto"
daily_nation,2019-04-05,Raila reacts to President Kenyatta's State of the  Address,"raila, uhuru"
standard,2019-04-05,Mutua: Uhurus plans will be hindered unless big fish are prosecuted jailed,"mutua, uhuru"
daily_nation,2019-04-07,Uhuru closes ranks with Kalonzo Mudavadi,"uhuru, kalonzo, mudavadi"
daily_nation,2019-04-07,OTIDI: Missed opportunity as Uhuru disappoints with timid speech,"uhuru, otidi"
daily_nation,2019-04-08,Mudavadi tells president Kenyatta to sack and arrest corrupt state,"mudavadi, uhuru"
star,2019-04-08,Please don't separate Uhuru & Ruto urged,"uhuru, ruto"
daily_nation,2019-04-09,President Kenyatta Ruto receive  police boss Hillary Mutyambai at State House,"uhuru, ruto, hillary mutyambai, state house"
daily_nation,2019-04-09,Why Uhuru is losing grip on Mt Kenya,"uhuru, mt. kenya"
standard,2019-04-09,Ask Uhuru why you are being targeted Raila tells Ruto,"uhuru, raila"
standard,2019-04-10,Uhuru lands in Mauritius for a four-day visi,"uhuru, mauritius"
standard,2019-04-10,Si tulie kidogo apana acha Ruto! Ngunjiri Sudi cries asking Uhuru not to abandon Ruto,"ngunjiri, sudi, uhuru"
standard,2019-04-11,Murathe: What Uhuru will do,"uhuru, murathe"
daily_nation,2019-04-12,Uhuru and Raila defer Mt Kenya tour,"uhuru, raila, mt. kenya"
daily_nation,2019-04-13,Uhuru woos Mauritian investors,"uhuru, mauritius"
daily_nation,2019-04-13,Uhuru on safeguarding the hard won freedom by the founding fathers,"uhuru, jomo"
daily_nation,2019-04-14,Battle to succeed Uhuru in central gathers momentum,"uhuru, central"
standard,2019-04-14,Uhuru goes after Ruto 'men',"uhuru, ruto"
daily_nation,2019-04-15,"Uhuru, Ruto allies clash again over graf","uhuru, ruto"
daily_nation,2019-04-20,Uhuru defends Raila from Ruto's attacks,"uhuru, raila, ruto"
daily_nation,2019-04-20,Uhuru remains the Mount Kenya kingpin - governor Murungi,"uhuru, mt. kenya, kiraitu"
daily_nation,2019-04-21,"Uhuru, Raila mourn Jonathan Moi","uhuru, raila, moi"
daily_nation,2019-04-22,Rift in Jubilee widens as Uhuru scolds Ruto,"jubilee, uhuru, ruto"
daily_nation,2019-04-23,Ruto's support is what made Uhuru Presiden,"ruto, uhuru"
daily_nation,2019-04-23,GAITHO: Its time to give Raila equal responsibility for Uhuru failings,"raila, uhuru, gaitho"
standard,2019-04-23,Uhuru leaves for China today,"uhuru, china"
standard,2019-04-23,Uhuru promise to Moi | Press Review,"uhuru, moi"
standard,2019-04-23,Uhuru can't help but laugh about 'Kijana fupi amenona round' when he met Governor Lonyangapuo,"uhuru, lonyangapuo"
daily_nation,2019-04-26,Uhuru in China for the second Belt and Road Initiative (BRI) forum,"uhuru, china, brit"
daily_nation,2019-04-26,Uhuru inks avocado deal with China,"uhuru, china"
standard,2019-04-26,Uhuru in China to lobby for SGR extension funds Parliament blacklists Huduma Namba firm |#In9,"uhuru, china, parliament"
standard,2019-04-26,Uhuru's list of bargaining points while visiting China,"uhuru, china"
business_daily,2019-04-27,Uhuru signs Sh67.5bn deal with China,"uhuru, china"
daily_nation,2019-04-27,Uhuru 'did not ask China for SGR loan',"uhuru, china, sgr"
daily_nation,2019-04-27,Uhuru inks Sh226bn projects deal with China,"uhuru, china"
daily_nation,2019-04-27,Why China rejected Uhuru's SGR loan reques,"china, uhuru, sgr"
standard,2019-04-27,Uhuru lauds China for opening marke,"uhuru, china"
standard,2019-04-29,Nzioka Waita on Uhuru's dery tact (Part 2),"nzioka, uhuru"
standard,2019-04-29,Statehouse: Uhuru didnt ask for SGR extension funds from China,"state house, uhuru, sgr, china"
daily_nation,2019-04-30,Kabogo dares Uhuru to state publicly if he supports Ruto or no,"kabogo, uhuru, ruto"
daily_nation,2019-05-02,Mudavadi urges president Kenyatta to implement 'handcuff' on the,"mudavadi, uhuru"
daily_nation,2019-05-03,Kamanda Kabando hint at Uhuru-Raila alliance,"kamanda, kabando, uhuru, raila"
daily_nation,2019-05-05,"Why Uhuru, Raila allies deferred Kakamega rally","uhuru, raila, kakamega"
daily_nation,2019-05-05,Uhuru appoints  Knec chair,"uhuru, knec"
standard,2019-05-06,Boost for Uhuru job creation plan as EPZ approves textile firm,"uhuru, epz"
standard,2019-05-06,ODM rallies to sell 'Uhuru-Raila deal',"odm, uhuru"
standard,2019-05-06,Tangatanga call out Uhuru over state office picks,"tangatanga, uhuru"
daily_nation,2019-05-07,Uhuru extends Gen Mwathethe's term,"uhuru, gen mwathethe"
daily_nation,2019-05-07,You are betraying Uhuru Central MPs told,"uhuru, central"
business_daily,2019-05-09,"Uhuru, Ruto to get 3.9pc pay rise in Budget","uhuru, ruto"
standard,2019-05-09,"Uhuru, Ruto MPs fight the neutrals","uhuru, ruto"
business_daily,2019-05-10,"Uhuru, Ruto 3.9pc pay raise sparks anger","uhuru, ruto"
standard,2019-05-10,Uhuru hand in Ruto's cancelled Mt.Kenya rally,"uhuru, ruto, mt. kenya"
standard,2019-05-12,"Uhuru, Raila dilemma over Kisumu rail","uhuru, raila, kisumu"
star,2019-05-12,Uhuru to host Ethiopian President Zewde next ...,"uhuru, ethiopia, zewde"
daily_nation,2019-05-13,Raila says Ruto cant use pact with Uhuru to hold Kenya at ransom,"raila, uhuru, kenya"
daily_nation,2019-05-13,Graft war: Time is running out ODM MPs tell Uhuru,"odm, uhuru"
standard,2019-05-13,Ruto allies urge Uhuru to defend his deputy as they warned Raila to Keep off jubilee,"ruto, uhuru, raila"
daily_nation,2019-05-14,Uhuru isolated man as Jubilee rifts deepe,"uhuru, jubilee"
daily_nation,2019-05-14,MIA? Not Uhuru says State House,"uhuru, state house"
standard,2019-05-14,Kanze Dena on why Uhurus social media accounts were deactivated,"kanze dena, uhuru"
daily_nation,2019-05-16,Mutua says Uhuru should stop excuses and bring corrup,"mutua, uhuru"
daily_nation,2019-05-19,Fake gold: Haji defends Uhuru and Raila,"haji, uhuru, raila"
daily_nation,2019-05-19,AMUKE: Did Uhurus absence expose Ruto as being non-presidential?,"amuke, uhuru, ruto"
daily_nation,2019-05-20,WARIGI: Were such whiners that Uhuru is wrong if he talks or doesn,"uhuru, warigi"
standard,2019-05-20,"Uhuru, Raila met Dubai Sheikh over fake gold saga","uhuru, raila, dubai"
standard,2019-05-20,"Gladys Wanga: this four Rift Valley MPs fixed Raila, Uhuru and Matiangi in the fake gold scandal","gladys wanga, rift valley, raila, uhuru, matiangi"
standard,2019-05-20,UhuRuto agreements causing jitters |House of Cards,"uhuru, ruto"
daily_nation,2019-05-21,Uncertainty over Railas future Uhuru pac,"raila, uhuru"
daily_nation,2019-05-21,"Wanga defends Uhuru, Raila and Matiangi over links to gold scam","wanga, uhuru, raila, matiangi"
star,2019-05-21,I am y to go home with Uhuru in 222 - Ruto,"uhuru, ruto"
daily_nation,2019-05-23,Mudavadi visits Uhurus Kiambu home turf,"mudavadi, uhuru, kiambu"
standard,2019-05-26,Forget it Uhuru! You cannot be Mt Kenya political kingpin past 222 | PERSPECTIVE,"uhuru,mt. kenya"
standard,2019-05-26,Siasa za 222: Atwoli amtaka rais Uhuru kutoa amri kwa wanasiasa kutoshiriki katika siasa za 222,"atwoli, uhuru"
business_daily,2019-05-28,Uhuru orders clearance of cargo pile-up at Embakasi depo,"uhuru, embakasi depot"
daily_nation,2019-05-28,Eyes on Uhuru as CBK governors term ends,"uhuru, cbk"
daily_nation,2019-05-28,GAITHO: Either rebels in Jubilee join opposition or Uhuru steps dow,"jubilee, uhuru, gaitho"
standard,2019-05-28,Uhuru addresses affordable housing at UN HABITAT summi,"uhuru, un habitat"
standard,2019-05-29,Musalia Mudavadi amtaka Rais Uhuru kuweka bayana hali tete ya madeni Kenya,"mudavadi, uhuru, kenya"
star,2019-05-29,"MPs seek to vet Uhuru, Ruto secret accounts","uhuru, ruto"
standard,2019-05-30,Uhuru visits Nyeri to disburse Uwezo funds,"uhuru, nyeri, uwezo fund"
standard,2019-05-30,Kerio Valley residents want Uhuru to act on bandit raids,"kerio valley, uhuru"
standard,2019-05-30,Uhuru Kiir and premiers pledge to support  plan for cities,"uhuru, kiir"
standard,2019-05-30,Uhuru visits region to disburse Uwezo funds,"uhuru, uwezo fund"
daily_nation,2019-05-31,Uhuru joins in the Maasai dance,"uhuru, maasai"
star,2019-05-31,Ruto to Uhuru: I am a self-made ma,"uhuru, ruto"
standard,2019-06-01,Dissecting Rutos veiled message to Uhuru during Prayer Breakfas,"uhuru, ruto"
daily_nation,2019-06-02,Uhuru leads 56th Madaraka Day fete in Narok,"narok, uhuru"
standard,2019-06-02,Ringtone reveals mega deal with Uhuru that earned him millions,"ringtone, uhuru"
standard,2019-06-02,Sherehe za Madaraka: Rais Uhuru asema viti dhidi ya ufisadi zitaendelea na wafisadi kukamatwa,"raila, uhuru"
star,2019-06-02,Uhuru orders KPA to stop inspection at por,"uhuru, kpa"
star,2019-06-02,Raila intervenes in Uhuru Orengo handshake,"raila, uhuru, orengo"
star,2019-06-02,Uhuru inspects a guard of honour mounted by the Kenya Defence Forces ...,"uhuru, kdf"
daily_nation,2019-06-03,KABAGE: An open letter to Uhuru,"uhuru, kabage"
standard,2019-06-04,Rais Kenyatta Kuzuru kiwanda cha Rivatex Juni 21,"uhuru, rivatex"
daily_nation,2019-06-05,Central Rift Valley leaders say Uhuru has neglected them,"central, rift valley, uhuru"
star,2019-06-05,Uhuru's plan to address jitters in Central Kenya backyard,"uhuru, central"
star,2019-06-05,MCA Tricky eyes ghetto tour job in Uhuru mee,"tricky, uhuru"
star,2019-06-05,Uhuru in talks with the President and Chief Executive Officer of Women ...,"uhuru, kartja iversen"
daily_nation,2019-06-06,Mishi Mboko asks Uhuru for more jobs for wome,"mishi mboko, uhuru"
star,2019-06-07,Uhuru reappoints Patrick Njoroge as CBK governor,"uhuru, patrick njoroge, cbk"
star,2019-06-08,"Uhuru, Ruto Jubilee camps can't agree on BBI presentatio","uhuru, bbi, jubilee,ruto"
daily_nation,2019-06-09,Uhuru mourns Mastermind Tobacco founder,"uhuru, mastermind tobacco"
daily_nation,2019-06-09,OTIENO: Of Uhuru and Okonkwos gun that never sho,"otieno, uhuru, okonkwo"
star,2019-06-10,Respect Uhuru stop early campaigns Kikuyu elders tell Ruto,"uhuru, kikuyu, ruto"
standard,2019-06-11,Kimaiyo appeals to Uhuru on banditry,"uhuru, kimaiyo"
star,2019-06-11,I'm the boss when Uhuru is away - Ruto,"uhuru, ruto"
star,2019-06-12,Spain minister praises Uhuru war on graft handshake,"spain, uhuru"
daily_nation,2019-06-15,Uhuru and Raila eye stability in 222,"uhuru, raila"
daily_nation,2019-06-15,"Uhuru, Raila in another discreet Kisumu tour","uhuru, raila, kisumu"
daily_nation,2019-06-15,Handshake with Raila is here to stay - Uhuru,"raila, uhuru"
daily_nation,2019-06-15,Anyang' Nyong'o advises Uhuru and Raila over proposed referendum,"nyongo, uhuru, raila"
star,2019-06-15,I support filling IEBC jobs without Uhuru nod - Chebukati,"iebc, uhuru, chebukati"
daily_nation,2019-06-16,Ruto: My bond with Uhuru is intac,"uhuru, ruto"
daily_nation,2019-06-16,ODM leaders press Uhuru on successor,"odm, uhuru"
standard,2019-06-16,"Keep off my links with Uhuru, Ruto tells critics","uhuru, ruto"
standard,2019-06-16,"Memo to Uhuru, Raila: Graft is no cancer its a way of","uhuru, raila"
daily_nation,2019-06-17,Storm over calls to have Uhuru support Raila,"uhuru, raila"
standard,2019-06-17,Sabina Chege: I was never booed I cried because of Uhurus goodies to the county,"sabina chege, uhuru"
daily_nation,2019-06-18,Ruto attributes his political success to Uhuru,"ruto, uhuru"
standard,2019-06-18,Uhuru's angry rebuke to party rebels sends ripples in Jubilee,"uhuru, jubilee"
standard,2019-06-18,Betrayal in Jubilee: Uhuru: ''My silence is not cowardice'' | The Big story | part 2,"uhuru, jubilee"
daily_nation,2019-06-19,ODM: We didnt seek Uhurus backing,"uhuru, odm"
daily_nation,2019-06-19,Kanze Dena defends Uhuru's ranting over the weekend,"kanze dena, uhuru"
daily_nation,2019-06-19,GAITHO: Uhurus tirade against Mount Kenya rebel MPs came too late,"mt. kenya, gaitho, uhuru"
star,2019-06-19,Uhuru signs law making Treasury release Sh161b,"uhuru, treasury"
star,2019-06-19,Ruto allies in Central defy Uhuru dare him after outburs,"central, uhuru, ruto"
star,2019-06-19,ODM denies pushing Uhuru to name Raila as successor,"odm, uhuru, raila"
star,2019-06-19,"Uhuru, Raila attend Nyong'o mum's final send-off","uhuru, raila, nyongo"
star,2019-06-20,"Uhuru, Raila to counter Ruto countrywide tours","uhuru, raila"
star,2019-06-20,Why Uhuru is furious with Mt Kenya leaders,"uhuru, mt. kenya"
daily_nation,2019-06-21,MPs: Uasin Gishu y for Uhurus visi,"uasin gishu, uhuru"
daily_nation,2019-06-21,Jitters over Uhuru visit to Ruto turf,"uhuru, ruto"
daily_nation,2019-06-21,All set for Uhurus visit at Rivatex,"uhuru, rivatex"
star,2019-06-21,Ruto allies retreat ahead of Uhuru visit to Eldore,"uhuru, eldoret, ruto"
business_daily,2019-06-22,Uhuru rejects bid to lock Swiss out of shipping line firm,"uhuru, switzerland"
daily_nation,2019-06-22,MP Oscar Sudi cracks up Uhuru with his speech at Rivatex EA,"uhuru, rivatex, oscar sudi"
daily_nation,2019-06-22,OGUDA: You dont need compound eyes to see UhuRuto bromance is over,"uhuru, ruto, oguda"
daily_nation,2019-06-22,Uhuru commissions Rivatex factory,"uhuru, rivatex"
daily_nation,2019-06-23,OPANGA: ODMs preference for Uhuru successor is well know,"opanga, uhuru"
standard,2019-06-23,Uhuru no longer at ease in fractured Jubilee Party,"uhuru, jubilee"
daily_nation,2019-06-24,Uhuru is still my friend even if he sacked me - Former CS Rashid Echesa,"uhuru, echesa"
standard,2019-06-24,Stop intimidating Uhuru and Raila ODM MPs tell Ruto team,"uhuru, raila, odm"
star,2019-06-24,"Uhuru, Ruto allies divided on call for Jubilee PG","uhuru, ruto, jubilee"
star,2019-06-24,Uhuru steers clear of  in Eldoret tour,"uhuru, eldoret"
daily_nation,2019-06-25,Uhuru visit calms nerves in Ruto turf,"uhuru, ruto"
daily_nation,2019-06-25,Murathe says President Kenyatta will not hand over power to thieves,"uhuru, murathe"
daily_nation,2019-06-25,GAITHO: Uhurunomics budget proves you surely get what you elec,"gaitho, uhuru"
standard,2019-06-25,Uhuru Cabinet split after Ruto assassi claims,"uhuru, ruto"
standard,2019-06-25,Murder over Sh2 debtMatiang'i faults age of sex consent Uhuru allies defends Tuju|#In9,"uhuru, matiangi"
daily_nation,2019-06-27,"Uhuru, Raila tour to claim political casualties","uhuru, raila"
standard,2019-06-28,opportunities for cotton farmers as Uhuru Re-launched Rivatex,"uhuru, rivatex"
star,2019-06-28,Uhuru leads Kenyans in mourning Bob Collymore death,"uhuru, colleymore"
star,2019-06-28,"Uhuru, Ruto taking Kenya on the wrong path - Infotrak poll","uhuru, ruto, infotrack"
star,2019-06-28,Uhuru and Ruto must report back to work,"uhuru, ruto"
daily_nation,2019-06-29,Uhuru signs Appropriation Bill into law,uhuru
standard,2019-06-29,The writing is on the wall Uhuruto marriage is over,"uhuru, ruto"
daily_nation,2019-06-30,OPANGA: The 3 devils Uhuru must confront in determining future with Ruto,"opanga, uhuru, ruto"
